primary_identifier,gender,network_stay,average_monthly_bill_amount,dusage_days,dusage_stddev,vusage_onnet_sum,vusage_onnet_max,vusage_onnet_min,vusage_onnet_days,vusage_onnet_stddev,vusage_offnet_days,vusage_offnet_stddev,number_of_fixed_bb_accounts,number_of_iptv_accounts,add_on_tot_rental,add_on_count,next_month_plan,dusage_avg_bin,dusage_sum_bin,dusage_min_bin,dusage_max_bin,vusage_onnet_avg_bin,vusage_offnet_avg_bin,vusage_offnet_sum_bin,vusage_offnet_min_bin,vusage_offnet_max_bin,device_type__2G,device_type__3G,device_type__4G,device_category__Basic,device_category__Feature phone,device_category__Modem,device_category__Pluggable card,device_category__Smartphone,device_category__Tablet,district_name__Ampara,district_name__Anuradhapura,district_name__Badulla,district_name__Batticaloa,district_name__Colombo,district_name__Galle,district_name__Gampaha,district_name__Hambantota,district_name__Jaffna,district_name__Kalutara,district_name__Kandy,district_name__Kegalle,district_name__Kilinochchi,district_name__Kurunegala,district_name__Mannar,district_name__Matale,district_name__Matara,district_name__Monaragala,district_name__Mullaitivu,district_name__Nuwara Eliya,district_name__Polonnaruwa,district_name__Puttalam,district_name__Ratnapura,district_name__Trincomalee,district_name__Unknown,district_name__Vavuniya,age_group__20-30,age_group__30-40,age_group__40-50,age_group__50-60,age_group__60-70,age_group__<20,age_group__>70
8547569,0,163,2167.53,30,751.794212,0,0,0,0,0,23,10.38295509,0,0,,,3,800,24000,300,3800,0,10,180,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7033495,0,73,1387.93,29,45.83741455,318,74.36666667,0,6,22.78029402,26,12.50660261,0,1,250,2,1,100,2000,0,200,60,10,250,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5081092,0,9,2207.74,30,419.5921311,0,0,0,0,0,0,0,0,0,760,3,4,1200,35000,600,2300,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5352697,0,60,1177.65,30,706.8661831,0,0,0,0,0,3,0.328917591,0,0,350,1,3,600,16000,100,3400,0,10,10,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2462003,0,3,1506.4,30,191.8677547,0,0,0,0,0,9,1.044257544,2,0,400,1,1,500,13000,100,900,0,10,20,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9865619,1,5,3789.77,23,129.9001874,0,0,0,0,0,0,0,0,0,,,8,100,2000,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2427186,0,91,3235.14,30,131.2575991,0,0,0,0,0,30,8.065051788,0,0,,,3,200,6000,100,600,0,20,320,10,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4553306,0,32,862.5,0,0,0,0,0,0,0,23,4.798629659,0,0,,,1,0,0,0,0,0,10,90,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7182372,1,164,1234.9,30,188.4090716,0,0.45,0,1,0.082158384,25,7.502491476,0,0,700,3,1,400,10000,100,1000,10,10,160,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8230702,0,62,636.78,25,198.8722504,0,0,0,0,0,7,0.976569723,0,0,,,1,300,6000,0,600,0,10,20,0,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3914383,1,111,1742.03,0,0,0,0,0,0,0,20,2.969050236,0,0,,,3,0,0,0,0,0,10,70,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8810915,1,12,1015.27,28,552.6172581,0,0,0,0,0,3,0.808774585,0,0,360,2,1,1200,32000,200,2200,0,10,10,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7241149,1,11,549.83,10,41.31048525,0,0,0,0,0,0,0,0,0,,,1,100,1000,0,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1775875,0,111,3838.71,30,149.0322603,0,0,0,0,0,28,10.54051182,0,0,0,1,3,200,4000,100,800,0,20,290,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1059285,0,227,2353.86,30,424.2749965,0,0,0,0,0,0,0,0,0,,,6,500,14000,100,1400,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1390230,0,95,3362.16,30,169.8590075,0,0,0,0,0,0,0,0,0,,,7,100,3000,100,800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9943847,1,58,545.02,29,10.4806028,172,31.65,0,10,11.15144312,0,0,0,1,0,1,1,100,1000,0,100,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8368156,1,71,4299.19,30,865.0739253,0,0,0,0,0,16,10.09596832,0,0,1800,2,2,1000,28000,200,3900,0,10,160,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8041575,0,55,1788.4,30,2407.893022,0,0,0,0,0,0,0,0,1,2190,4,7,4400,132000,600,12000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7006303,0,184,1630.65,29,77.70057363,0,0,0,0,0,22,4.344861214,0,1,,,3,100,3000,0,400,0,10,120,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8147989,0,16,1237.99,30,60.82316479,0,0,0,0,0,1,0.152145155,0,0,,,3,100,3000,100,400,0,10,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9322297,1,118,1953.76,7,596.5365416,0,0,0,0,0,0,0,1,1,0,1,5,800,6000,0,3100,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8551806,1,15,9045.19,30,1802.62649,0,0,0,0,0,0,0,0,0,,,8,2200,65000,100,10500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5670931,0,121,1013.26,30,480.4514807,0,0,0,0,0,7,2.78824669,0,0,270,2,1,1100,33000,400,2900,0,10,30,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5588175,1,65,2133.9,30,623.1812508,0,0,0,0,0,0,0,0,0,250,2,5,700,19000,100,2500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9248039,0,19,1555.81,29,355.1168854,0,0,0,0,0,13,6.536923421,0,0,100,1,3,500,13000,0,1800,0,10,130,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4058803,1,109,2277.06,30,199.4588183,0,0,0,0,0,0,0,0,0,600,2,6,400,10000,100,800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3765530,0,54,670.72,30,119.7893884,0,0,0,0,0,15,3.212255477,0,0,,,1,100,3000,100,500,0,10,70,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1149728,0,95,2469.3,30,396.480941,0,0,0,0,0,27,8.442821072,0,0,110,1,3,700,20000,200,1800,0,10,240,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1206105,0,169,8854.55,30,561.3754282,0,0,0,0,0,0,0,1,0,1000,1,5,700,21000,100,2200,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3791811,1,84,1547.95,30,550.9737037,0,0,0,0,0,0,0,0,0,160,2,2,600,18000,100,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1386724,1,11,834.44,30,89.04995053,0,0,0,0,0,7,5.848972031,0,0,250,1,1,100,2000,100,500,0,10,60,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1263586,0,197,5492.72,0,0,10,8.733333333,0,2,1.630373311,24,5.037366464,0,0,100,2,3,0,0,0,0,10,10,90,0,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3814564,0,34,884.4,30,408.7226376,0,0,0,0,0,2,1.213813245,0,0,350,1,2,600,16000,100,2000,0,10,10,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4365035,1,17,1175.87,6,21.83879909,0,0,0,0,0,0,0,0,0,,,3,100,1000,100,100,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5767979,0,185,2746.03,30,226.8274058,0,0,0,0,0,8,2.539719278,0,0,500,1,4,600,17000,300,1100,0,10,20,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5047841,0,17,888.89,30,828.6402991,26,14.71666667,0,4,3.257080361,20,3.126705154,0,0,,,1,400,11000,100,4700,10,10,60,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3067989,0,22,604.17,29,51.48181575,0,0,0,0,0,26,5.849650004,0,2,,,1,100,2000,0,300,0,10,90,0,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5174926,0,4,1428.46,29,291.3723007,0,0,0,0,0,25,5.948331946,0,0,,,1,300,7000,0,1200,0,10,170,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5829823,0,7,810.2,9,80.7870714,0,0,0,0,0,6,22.00399262,0,0,450,2,1,200,1000,0,300,0,20,110,0,80,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7375263,0,80,5597.5,30,1062.270812,0,0,0,0,0,0,0,0,0,560,4,8,2500,75000,800,5000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8462004,0,5,1828.54,30,642.7849027,0,0,0,0,0,11,9.213134764,0,0,1370,5,2,1200,35000,400,2900,0,10,90,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7615509,0,7,821.82,30,520.7989416,0,0,0,0,0,0,0,0,0,360,2,1,1000,28000,200,2200,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5802317,0,95,2213.96,29,472.7535235,0,0,0,0,0,3,11.35173581,0,1,,,5,500,15000,0,1700,0,30,70,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8016335,0,184,2619.79,30,139.6571489,0,0,0,0,0,10,0.776985571,0,0,360,3,2,300,9000,100,700,0,10,20,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3139817,0,160,2408.11,30,140.5273678,0,0,0,0,0,0,0,0,0,,,6,200,6000,100,800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5163121,0,215,1809.35,30,618.5425292,1,1.433333333,0,1,0.261689666,19,4.186526654,0,0,1000,1,3,500,15000,100,2500,10,10,90,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1257142,1,179,2271.39,30,226.08874,0,0,0,0,0,24,17.30096909,0,0,650,1,4,600,16000,200,1000,0,20,260,0,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9299750,1,3,806,17,182.6850314,0,0,0,0,0,12,3.767704124,0,1,,,1,400,6000,100,800,0,10,40,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2541113,0,8,1842.61,30,273.5717039,0,0,0,0,0,22,11.37291321,0,1,650,3,1,300,8000,100,1000,0,20,240,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8456473,0,169,3232.58,30,310.2752409,0,0,0,0,0,0,0,0,0,,,5,500,14000,100,1500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8155813,0,34,470.17,30,491.2881954,0,0,0,0,0,1,0.322547728,0,0,,,1,700,19000,200,2100,0,10,10,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7300588,1,156,1968.29,30,393.5857167,0,0,0,0,0,17,7.87414501,0,1,500,1,3,600,17000,100,1700,0,10,130,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9940447,0,146,1921.77,30,64.40261823,0,0,0,0,0,14,1.776320853,0,1,410,3,3,200,4000,100,300,0,10,30,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6763602,0,158,2897.6,0,0,0,0,0,0,0,0,0,0,1,200,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9596123,0,162,1995.77,26,209.1462379,0,0,0,0,0,0,0,0,0,,,6,300,8000,0,900,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6970203,0,149,2416.44,30,303.5038909,0,0,0,0,0,0,0,0,0,,,6,700,20000,200,1400,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9971614,0,20,3488.69,30,508.513113,0,0,0,0,0,0,0,0,0,350,1,7,1400,42000,600,2500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1780964,0,128,2392.37,28,321.4286835,0,0,0,0,0,0,0,0,0,,,5,300,7000,0,1300,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8046259,0,197,3501.88,30,199.3546632,0,0,0,0,0,0,0,0,0,100,1,5,400,10000,100,800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1572744,1,6,1660.32,28,88.71923403,46,24.56666667,0,3,5.468016958,20,5.551027225,0,1,850,3,1,100,2000,0,400,20,10,140,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2110323,0,18,1252.45,30,92.19506647,0,0,0,0,0,10,7.183283974,0,1,,,3,100,3000,100,400,0,10,100,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5741577,0,94,2843.31,30,372.9792637,0,0,0,0,0,1,0.535550945,0,0,0,1,3,700,19000,200,1400,0,10,10,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7927099,1,141,4241.36,30,327.1027678,0,0,0,0,0,8,2.596833776,0,1,1000,1,4,600,16000,100,1400,0,10,30,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6704213,0,23,1260.42,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4553768,0,83,3102.81,30,138.8246557,0,0,0,0,0,28,10.42877589,0,0,,,3,200,6000,100,700,0,20,380,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7036579,1,22,1361.85,30,216.2943684,0,0,0,0,0,0,0,0,0,560,3,2,300,8000,100,800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8736501,0,171,1802.77,30,161.552329,0,0,0,0,0,6,0.509162849,0,0,,,3,300,9000,100,800,0,10,10,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1111022,1,115,1126.72,24,70.16936594,0,0,0,0,0,3,2.346765671,0,0,20,1,3,100,2000,0,300,0,10,20,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3321089,0,51,1906.28,30,332.4801487,0,0,0,0,0,8,5.455528322,0,0,500,1,3,300,9000,100,1200,0,10,40,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8777368,0,102,1225.36,28,210.7498449,303,89.46666667,0,7,21.58629289,21,4.120155579,0,0,,,5,200,5000,0,800,50,10,120,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7816861,0,150,2237.16,30,546.5136774,0,0,0,0,0,0,0,0,0,50,1,6,700,19000,100,2800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4262505,0,135,3114.2,30,562.9972099,0,0,0,0,0,24,4.95835402,0,0,500,1,4,700,21000,100,2000,0,10,110,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7813378,1,9,1866.05,26,167.2723993,0,0,0,0,0,12,12.32366096,0,0,,,5,300,8000,0,800,0,20,230,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5224174,0,3,1029.81,0,0,605,101.2333333,0,11,31.9895257,20,2.801125497,0,0,,,1,0,0,0,0,60,10,50,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6454514,1,21,4021.45,30,2791.805713,0,0,0,0,0,0,0,0,0,250,1,8,4100,123000,100,12600,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7663309,0,68,2504.16,30,615.1230055,43,17.33333333,0,3,4.53108534,28,11.26839607,0,0,110,1,2,700,19000,100,2500,20,20,430,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1750712,1,75,374.57,6,138.3156821,0,0,0,0,0,26,1.859219975,0,1,,,1,400,2000,0,500,0,10,60,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9362085,1,25,2712.79,29,1163.680635,0,0,0,0,0,11,1.594507355,0,0,700,3,4,1400,40000,0,5000,0,10,20,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1259001,1,218,3942.69,30,190.4338943,655,100.4833333,0,21,26.15580516,9,4.438336883,0,0,950,1,6,100,3000,100,1100,40,10,60,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5615638,1,13,458.24,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2793715,0,4,419.83,30,13.31602997,0,0,0,0,0,1,0.492950302,0,0,,,1,100,1000,100,100,0,10,10,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1257012,0,48,2612.46,30,372.5139614,5,5.083333333,0,1,0.928085445,0,0,0,0,940,3,5,800,22000,100,1500,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1689639,0,156,1964.71,0,0,21,21.68333333,0,2,3.957576959,30,13.35595562,0,1,,,1,0,0,0,0,20,30,610,10,70,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4839517,1,26,832.2,22,17.49233872,33,33.83333333,0,1,6.177093287,19,4.236495184,0,0,,,1,100,1000,0,100,40,10,90,0,20,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7516990,0,70,1071.78,30,295.7682445,0,0,0,0,0,12,11.75397763,0,1,0,1,1,400,10000,100,1700,0,10,120,0,70,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4866416,0,147,3610.23,30,488.6815681,0,0.483333333,0,1,0.08824419,6,2.2917,0,1,350,1,8,400,10000,100,2500,10,10,20,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8213043,0,96,932.89,14,13.48017228,0,0,0,0,0,0,0,0,0,,,1,100,1000,0,100,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
